CONTENT_RATING_Adults,CONTENT_RATING_Everyone,CONTENT_RATING_Teen,CATEGORY_Game,CATEGORY_Non Game,INSTALLS_GROUP,SIZEBAND,PRICEBAND,RATING_GROUP,FREE,AD_SUPPORTED,IN_APP_PURCHASES,EDITORS_CHOICE
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,0.0,1.0,0.0,1.0,0,1,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,0.0,1.0,0.0,1.0,1,1,0,2,1,0,1,0
0.0,1.0,0.0,1.0,0.0,2,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,0.0,1.0,1.0,0.0,2,1,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,0.0,1.0,0.0,1.0,2,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,0,2,1,2,0,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,1,2,2,0,0,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,1,0,2,1,1,1,0
1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,0.0,1.0,1.0,0.0,0,1,0,2,1,1,0,0
0.0,0.0,1.0,0.0,1.0,1,2,0,1,1,1,1,0
1.0,0.0,0.0,1.0,0.0,0,1,2,1,0,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,0,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,1,1,1
0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,0,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,0.0,1.0,0.0,1.0,0,1,0,0,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,2,2,0,1,1,1,1,1
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0,0
0.0,0.0,1.0,0.0,1.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,2,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,1,1
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0,1,1,1,0,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,0,1,1,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,0,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,0,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
1.0,0.0,0.0,0.0,1.0,1,0,0,0,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0,0,2,1,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,1,2,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,0.0,1.0,2,0,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,0.0,1.0,0.0,1.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0,1,1,2,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0,0,1,1,0,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,0.0,1.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,0.0,1.0,1.0,0.0,0,1,1,1,0,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,0,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,0,0,1,2,0,0,0,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,0,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,0,1,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,0,1,1,1,0,0,1,0
0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,0,0,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0,1,2,2,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,0.0,1.0,1.0,0.0,0,1,0,1,1,0,1,0
1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,1,1,1,0,1,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,0,0
0.0,0.0,1.0,0.0,1.0,2,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,1
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,0,0,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,0,1,2,0,0,0,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,1,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,0.0,1.0,2,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,0,0,2,1,1,1,0
0.0,0.0,1.0,0.0,1.0,1,0,0,2,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,1,1,0,0,0,0
0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,1,0,0
1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,0,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,1
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,1,1,0
0.0,0.0,1.0,0.0,1.0,1,1,0,2,1,1,1,0
0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0,1,0,2,1,0,0,0
1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,1
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0,0,1,2,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0,0,1,2,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,2,1,0,1,1,1,1,1
0.0,1.0,0.0,1.0,0.0,1,2,0,2,1,1,0,0
0.0,0.0,1.0,1.0,0.0,2,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,1,0,2,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,0.0,1.0,0.0,1.0,2,2,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,2,1,0,1,0
0.0,1.0,0.0,0.0,1.0,0,1,2,2,0,0,0,0
0.0,1.0,0.0,0.0,1.0,2,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,1,0
0.0,0.0,1.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,0,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0,1,1,2,0,1,0,0
0.0,1.0,0.0,1.0,0.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,0,1,1,2,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,0,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0,0,2,1,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,0,1,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,2,2,0,1,1,1,1,0
0.0,0.0,1.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,0,1,1,1,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,0,0,0
1.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,1,2,0,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,1
0.0,0.0,1.0,1.0,0.0,0,2,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,2,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0,1,2,1,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0,1,1,0,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,0.0,1.0,1.0,0.0,0,0,1,1,0,0,0,0
1.0,0.0,0.0,0.0,1.0,1,0,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,0,1,0,1,1,0,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,0,0,2,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,0,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,2,1,0,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,0,0
0.0,0.0,1.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,0.0,1.0,0.0,1.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
1.0,0.0,0.0,0.0,1.0,2,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,2,1,0,2,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,2,1,0,0,0
0.0,0.0,1.0,0.0,1.0,1,1,0,0,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,2,1,0,1,0
0.0,1.0,0.0,1.0,0.0,2,2,0,2,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
1.0,0.0,0.0,0.0,1.0,2,1,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,1,0,2,1,1,1,0
0.0,0.0,1.0,0.0,1.0,2,1,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,2,2,0,2,1,0,1,0
0.0,0.0,1.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,1.0,0.0,1,2,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,1,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,0.0,1.0,0.0,1.0,1,1,0,2,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,0,1,0,2,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,0,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
1.0,0.0,0.0,0.0,1.0,0,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,2,1,1,1,0
0.0,0.0,1.0,0.0,1.0,2,1,0,1,1,1,0,0
0.0,1.0,0.0,1.0,0.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,0,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,0.0,1.0,0.0,1.0,1,0,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,2,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,1,1,0
0.0,1.0,0.0,0.0,1.0,1,1,0,1,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0,1,0,1,1,0,0,0
0.0,0.0,1.0,1.0,0.0,1,2,0,2,1,1,1,0
0.0,0.0,1.0,1.0,0.0,1,2,0,1,1,0,1,0
0.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,0
